Nome_estado,setor,emp,dep,sit,capital,desp_investimento,lucros,link,indicio_dependencia,tipo_indicio
Espiríto Santo,TRANSPORTE,Ceturb  Companhia Estadual de Transportes Coletivos de Passageiros do Espirito Santo,Não Dependente,ATIVA,93473015.36,59529.85,5688091.68,"https://ceturb,es,gov,br/missao-visao-e-valores",não,NA
Espiríto Santo,GÁS E DERIVADOS,ES GÁS  Companhia de Gás do Espirito Santo,Não Dependente,ATIVA,254332619,44741071.03,147041235.95,"https://esgas,com,br/governanca-corporativa",não,NA
Distrito Federal,FINANCEIRO,Banco Regional de Brasília,Não Dependente,ATIVA,1300000000,172049091.6,306285638.32,NA,não,NA
Distrito Federal,OUTROS,BIOTIC,Não Dependente,ATIVA,995804700,795270,610989,"https://www,terracap,df,gov,br/index,php/component/attached/?task=download&id=12448",não,NA
Distrito Federal,FINANCEIRO,Cartão BRB,Não Dependente,ATIVA,353275049.81,119770649.73,171511809.31,"https://www,brbcard,com,br/Portal/Home/Sic",não,NA
Distrito Federal,FINANCEIRO,BRB Crédito Financiamento e Investimento,Não Dependente,ATIVA,0,0,-4009446.02,NA,não,NA
Distrito Federal,FINANCEIRO,BRB Distribuidora de Títulos e Valores Mobiliários,Não Dependente,ATIVA,40000000,0,8116466.72,NA,não,NA
Distrito Federal,FINANCEIRO,BRB Serviços,Não Dependente,ATIVA,24024947,2077119,6020269,NA,não,NA
Distrito Federal,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento do Distrito Federal,Não Dependente,ATIVA,32197985,632038.84,-745984.23,NA,não,NA
Distrito Federal,SANEAMENTO,Companhia de Saneamento Ambiental do Distrito Federal,Não Dependente,ATIVA,1537314981,143585512.01,563050673.98,"https://www,caesb,df,gov,br/empresa/governanca-corporativa/carta-anual,html",não,NA
Distrito Federal,ENERGIA,Companhia Energética de Brasília,Não Dependente,ATIVA,566025355.62,808723.98,196912798.04,"https://ri,ceb,com,br/List/Outros-Documentos-de- Governanca?=SGFPwsB4kUwvnAWfvUq2Pg==",não,NA
Distrito Federal,GÁS E DERIVADOS,Companhia Brasiliense de Gás,Não Dependente,ATIVA,1312570,0,-2710585.18,NA,não,NA
Distrito Federal,ENERGIA,CEB Geração,Não Dependente,ATIVA,7575212.61,2626197.27,4003410.65,"https://www,ceb,com,br/Documentos,aspx?IdCanal=hD8pqKNE+C5Xrd39y4J+Tg==",não,NA
Distrito Federal,ENERGIA,CEB Iluminação Pública e Serviços,Não Dependente,ATIVA,175649739.61,99949.74,-12659063.36,NA,não,NA
Distrito Federal,ENERGIA,CEB Lajeado,Não Dependente,ATIVA,112283997.86,15794.74,139687334.74,"https://www,ceb,com,br/Documentos,aspx?IdCanal=ttqsU4WMkmrdTOYKgb2BgA==",não,NA
Distrito Federal,ENERGIA,CEB Participações,Não Dependente,ATIVA,21270414.68,323824.24,21658338.02,"http://www,ceb,com,br/index,php/institucional-cebseparator/ companhia-energetica-de-brasilia-ceb Tipo de Capital Listada em Bolsa É Subsidiária Dependência Número de Empregad os",não,NA
Distrito Federal,OUTROS,PROFLORA,Não Dependente,EM LIQUIDAÇÃO,4024.42,0,233256.66,NA,não,NA
Distrito Federal,HABITAÇÃO E URBANIZAÇÃO,Companhia Imobiliária de Brasília,Não Dependente,ATIVA,1851078531,0,470104167,NA,não,NA
Ceará,DESENVOLVIMENTO REGIONAL,Agência de Desenvolvimento do Estado do Ceará SA,Não Dependente,ATIVA,151568606,6534636,28690762,NA,não,NA
Ceará,SANEAMENTO,Companhia de Água e Esgoto do Ceará,Não Dependente,ATIVA,2251558211.24,919343915.64,198000330.73,NA,não,NA
Ceará,GESTÃO DE ATIVOS,Companhia de Participação de Ativos do Ceará,Não Dependente,ATIVA,2000000,9765,-1964173,"https://cppub,cepart,com,br/upload/docInst/Carta_Anual_2021_cearapar,pdf",não,NA
Ceará,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento do Ceará SA,Não Dependente,ATIVA,818302,0,-1362975.44,NA,não,NA
Ceará,GÁS E DERIVADOS,Companhia de Gás do Ceará,Não Dependente,ATIVA,176876675.3,26030324.55,62916540.46,"https://www,cegas,com,br/",não,NA
Ceará,SANEAMENTO,Companhia de Gestão dos Recursos Hídricos,Não Dependente,ATIVA,149561737,28974435,-10170841.94,"https://portal,cogerh,com,br/wp-content/uploads/2023/02/carta-anual-de-politicas-publicas-e-governanca-corporativa-2022,pdf",não,NA
Ceará,PORTOS E HIDROVIAS,Companhia de Desenvolvimento do Complexo Industrial e Portuário do Pecém  CIPP SA,Não Dependente,ATIVA,1069658066.19,65188774.52,89995573.98,"https://www,complexodopecem,com,br/wp-content/uploads/2022/06/Carta-Anual-2021-1,pdf",não,NA
Ceará,TRANSPORTE,Companhia Cearense de Transportes Metropolitanos,Não Dependente,ATIVA,2487453000,22384833.34,-28984296.16,"https://www,metrofor,ce,gov,br/wp-content/uploads/sites/32/2022/03/Carta_Poli%CC%81ticas_Pu%CC%81blicasGovernanc%CC%A7a-2021,pdf",sim,NA
Bahia,GÁS E DERIVADOS,Companhia de Gás da Bahia  Bahiagás,Não Dependente,ATIVA,295589280,117013693.78,211095374.79,"https://www,bahiagas,com,br/sobre-a-bahiagas/cartas-anuais",não,NA
Bahia,GESTÃO DE ATIVOS,EMPRESA BAIANA DE ATIVOS SA,Não Dependente,ATIVA,80735673.4,0,-2938133.01,"http://www,bahiainveste,ba,gov,br/wp-content/uploads/2022/08/CARTA-",não,NA
Bahia,SANEAMENTO,EMPRESA BAIANA DE AGUAS E SANEAMENTO DA BAHIA,Não Dependente,ATIVA,4957122520,1178725200.79,456785890.48,"https://www,embasa,ba,gov,br/index,php/institucional/a-embasa/governanca/carta-anual-de-governanca-corporativa",não,NA
Bahia,FINANCEIRO,Agência de Fomento do Estado da Bahia SA,Não Dependente,ATIVA,588225390.44,0,77051897.13,"https://www,desenbahia,ba,gov,br/wp-content/uploads/2023/04/carta-anual-pp-e-gc-2022-revfinal,pdf",não,NA
Bahia,COMUNICAÇÃO,Empresa Gráfica da Bahia,Não Dependente,ATIVA,0,0,1023382,-,não,NA
Bahia,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DA BAHIA,Não Dependente,ATIVA,111887147,21227610,21666332,"https://www,prodeb,ba,gov,br/transparencia/governanca-corporativa/carta-anual-de-politicas-publicas-e-governanca-corporativa",não,NA
Bahia,HABITAÇÃO E URBANIZAÇÃO,Habitação e Urbanização da Bahia SA,Não Dependente,EM LIQUIDAÇÃO,341078042,0,-9433649.04,-,não,NA
Amazonas,FINANCEIRO,Agência de Fomento do Estado do Amazonas SA  AFEAM,Não Dependente,ATIVA,98047947,120466,5765266.52,"www,afeam,am,gov,br",não,NA
Amazonas,DESENVOLVIMENTO REGIONAL,Companhia de Desenvolvimento do Estado do Amazonas  CIAMA,Não Dependente,ATIVA,326979280.28,867578.04,-971908.44,"www,ciama,am,gov,br",sim,NA
Amazonas,GESTÃO DE ATIVOS,Companhia Amazonense de Desenvolvimento e Mobilização de Ativos  CADA,Não Dependente,ATIVA,9000000,4733,-4537338,"www,cada,am,gov,br",não,NA
Amazonas,GÁS E DERIVADOS,Companhia de Gás do Amazonas,Não Dependente,ATIVA,39266906.63,46430666.06,114331695.12,"www,cigas-am,com,br",não,NA
Amazonas,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,PRODAM Processamento de Dados Amazonas SA,Não Dependente,ATIVA,45144417,2226619,6369352,"www,prodam,am,gov,br",não,NA
Amapá,GÁS E DERIVADOS,COMPANHIA DE GÁS DO AMAPÁ  GASAP,Não Dependente,ATIVA,0,0,-185321,0,não,NA
Amapá,FINANCEIRO,Agência de Fomento Popular AFAP,Não Dependente,ATIVA,0,0,-2253804.96,0,não,NA
Alagoas,GÁS E DERIVADOS,GÁS DE ALAGOAS SA,Não Dependente,ATIVA,19455893.15,14242860.33,50442967.64,"https://governanca,algas,com,br/carta-anual-de-politicas-publicas-e-governanca-corporativa",não,NA
Alagoas,GESTÃO DE ATIVOS,Alagoas Ativos SA,Não Dependente,ATIVA,0,0,-2076695.5,NA,não,NA
Alagoas,COMUNICAÇÃO,COMPANHIA DE EDIÇÃO IMPRESSÃO E PUBLICAÇÃO DE ALAGOAS,Não Dependente,ATIVA,10083000,2226278.61,106476.9,"https://www,imprensaoficial,al,gov,br/carta-anual-de-politicas-publicas-e-governanca-corporativa",não,NA
Alagoas,SANEAMENTO,COMPANHIA DE SANEAMENTO DE ALAGOAS,Não Dependente,ATIVA,424881666.34,17986901.91,-70005175.26,NA,não,NA
Distrito Federal,GESTÃO DE ATIVOS,DF Gestão de Ativos,Não Dependente,EM LIQUIDAÇÃO,2290100,596,-248500,NA,não,NA
