"";"Estado";"emp";"sit";"setor";"esp";"dep";"PL";"lucros";"gov_ca";"gov_cf";"gov_aud";"maior_rem";"plr_rva";"qde_empregados";"desp_investimento";"desp_pessoal";"Dividendos";"Subvenção";"Subvenção (anterior)";"Reforço de Capital";"Reforço de Capital (anterior)";"capital";"link";"indicio_dependencia";"Nome_estado";"REGIAO";"gov";"result_NA";"Resultado para o Estado Acionista"
"127";"PA";"COMPANHIA DE SANEAMENTO DO PARÁ";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";474673296,58;-285638662,42;"SIM";"SIM";"SIM";407865,51;"Não";1772;88838503,22;234528841,55;0;0;0;0;0;3877088223,77;NA;"não";"Pará";"Norte";TRUE;FALSE;0
"128";"PA";"CENTRAIS DE ABASTECIMENTO DO PARÁ SA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";20803594,09;948675,75;"SIM";"SIM";"SIM";8137085,16;"Não";74;0;8137082,16;0;15033124,38;11033055,23;0;0;3833847,05;NA;"não";"Pará";"Norte";TRUE;FALSE;-15033124,38
"129";"PA";"COMPANHIA DE HABITAÇÃO DO ESTADO DO PARÁ";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";109837004,24;397690,24;"SIM";"SIM";"NÃO";364705,17;"Não";236;33824737,31;41737554,26;0;81608321,93;78743133,49;0;0;89804780,66;"http://www.cohab.pa.gov.br/node/1848";"não";"Pará";"Norte";FALSE;FALSE;-81608321,93
"130";"PA";"COMPANHIA DE PORTOS E HIDROVIAS DO ESTADO DO PARÁ";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Dependente";190385506,5;52272102,5;"SIM";"SIM";"NÃO";3925793,16;"Não";52;0;4066053,06;0;0;61571597,5;0;0;2600000;NA;"não";"Pará";"Norte";FALSE;FALSE;0
"131";"PA";"EMPRESA DE ASSITÊNCIA TÉCNICA E EXTENSÃO RURAL";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-14565763,97;-15010766,06;"SIM";"SIM";"NÃO";242692,67;"Não";930;8457432,32;119014678,81;0;158257304,71;128089913,94;0;0;4e+06;"https://www.emater.pa.gov.br/storage/app/media/4_%20CARTA%20ANUAL2022.pdf";"não";"Pará";"Norte";FALSE;FALSE;-158257304,71
"132";"PA";"COMPANHIA DE GÁS DO PARÁ";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";30252276,24;3471336,17;"SIM";"SIM";"NÃO";192000;"Não";21;0;1318543;0;0;0;0;0;7e+06;"https://gasdopara.com.br/transparencia-publica/normativos-internos/";"não";"Pará";"Norte";FALSE;FALSE;0
"133";"PA";"EMPRESA DE PROCESSAMNETO DE DADOS";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";80737880,54;19710890,58;"SIM";"SIM";"NÃO";402173,16;"Não";384;35289024,65;73398035,33;0;97528720,5;81713947,91;0;0;29081412,99;NA;"não";"Pará";"Norte";FALSE;FALSE;-97528720,5
"134";"PB";"Companhia Paraibana de Gás";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";82843890,73;19759454,95;"SIM";"SIM";"SIM";283989;"Sim";100;6081888,98;19693131;9162406,64;0;0;0;0;58743797,99;"https://pbgas.com.br/portal-da-transparencia/";"não";"Paraíba";"Nordeste";TRUE;FALSE;9162406,64
"135";"PB";"Companhia de Água e Esgotos da Paraíba";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";5410719000;81225000;"SIM";"SIM";"SIM";750568,36;"Não";2659;140254506,4;481150000;0;0;0;760529000;0;980745000;"https://www.cagepa.pb.gov.br/carta-anual/";"não";"Paraíba";"Nordeste";TRUE;FALSE;-760529000
"136";"PB";"Companhia de Processamento de Dados da Paraíba";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";3389831,62;-1622220,34;"SIM";"SIM";"NÃO";365874,84;"Não";205;1574024,89;33537670,95;0;0;0;0;0;71899068,73;NA;"não";"Paraíba";"Nordeste";FALSE;FALSE;0
"137";"PB";"Empresa Estadual de Pesquisa Agropecuária";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";4873542;-355016;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;1182563;"NÃO";"não";"Paraíba";"Nordeste";FALSE;FALSE;0
"138";"PB";"Empresa de Assistência Técnica e Extensão Rural da Paraíba";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";655683,33;-577855,87;"SIM";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;3111,63;"NÃO";"não";"Paraíba";"Nordeste";FALSE;FALSE;0
"139";"PB";"Empresa Paraibana de Comunicação";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";23892127,76;1343526,43;"SIM";"SIM";"NÃO";197958,33;"Não";297;946850,56;12920165,25;0;0;4364457,04;0;0;14446262,61;"https://epc.pb.gov.br/governanca/carta-anual/carta-anual-2022.pdf";"não";"Paraíba";"Nordeste";FALSE;FALSE;0
"140";"PB";"Empresa Paraibana de Turismo SA";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";2279875,58;41021,35;"SIM";"SIM";"NÃO";160918,81;"Não";52;43681,52;1495383,26;0;2890071,91;2823411,77;0;0;6451521,03;"https://www.pbtur.pb.gov.br/";"não";"Paraíba";"Nordeste";FALSE;FALSE;-2890071,91
"141";"PB";"PBTUR Hotéis SA";"ATIVA";"TURISMO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";8903628,67;-892195,12;"SIM";"SIM";"NÃO";19418,4;"Não";1;0;52178,68;0;81435,23;73364,31;0;0;15790670,21;"https://www.pbtur.pb.gov.br/";"não";"Paraíba";"Nordeste";FALSE;FALSE;-81435,23
"142";"PB";"Empresa Paraibana de Abastecimento e Serviços Agrícolas";"EM LIQUIDAÇÃO";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";11831064,8;614603,91;"NÃO";"NÃO";"NÃO";179363,82;"Não";243;0;14721853,69;0;18169829,86;13260439,61;0;0;15880227,18;NA;"não";"Paraíba";"Nordeste";FALSE;FALSE;-18169829,86
"143";"PB";"Empresa Paraibana de Pesquisa Extensão Rural e Regularização Fundiária";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";2460831,41;1225550,83;"SIM";"SIM";"NÃO";297538,79;"Não";1059;1454758;98039263,88;0;0;123625670,57;0;0;473250,35;"https://empaer.pb.gov.br/Sevicos";"não";"Paraíba";"Nordeste";FALSE;FALSE;0
"144";"PB";"Companhia Docas da Paraíba";"ATIVA";"PORTOS E HIDROVIAS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";94541154;-1593956;"SIM";"SIM";"NÃO";491406,34;"Não";108;0;1860903;0;0;0;44435077;0;45520814;NA;"não";"Paraíba";"Nordeste";FALSE;FALSE;-44435077
"145";"PB";"Companhia de Desenvolvimento da Paraíba";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";33789274,4;2077766,21;"SIM";"SIM";"NÃO";234461,11;"Não";86;3461096,89;4589505,32;0;7813688,22;4935372,82;0;0;2e+06;NA;"não";"Paraíba";"Nordeste";FALSE;FALSE;-7813688,22
"146";"PB";"Companhia de Desenvolvimento de Recursos Minerais da Paraíba";"EM LIQUIDAÇÃO";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";73709;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;73709;NA;"não";"Paraíba";"Nordeste";FALSE;FALSE;0
"147";"PB";"Laboratório Industrial Farmacêutico do Estado da Paraíba SA";"ATIVA";"SAÚDE";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-292101,28;-96888,37;"SIM";"SIM";"NÃO";98800;"Não";14;0;914040,93;0;875613,31;1018336,57;0;0;393750;"obs:. PUBLICADA EM DIÁRIO DA UNIÃO";"não";"Paraíba";"Nordeste";FALSE;FALSE;-875613,31
"148";"PB";"Companhia Estadual de Habitação Popular";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";28549048,61;360195;"SIM";"SIM";"NÃO";252432;"Não";245;5889942,46;11885405,8;0;22525164;17604888;360830,23;1954213,45;237996459,2;NA;"não";"Paraíba";"Nordeste";FALSE;FALSE;-22885994,23
"149";"PR";"Instituto de Tecnologia do Paraná  TECPAR";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";38068240,41;6691508,74;"SIM";"SIM";"SIM";319232,28;"Não";329;0;49924954,24;0;0;0;0;0;186580972,18;"https://www.tecpar.br/sites/tecpar/arquivos_restritos/files/documento/2022-09/cartaanualtecpar_2021_assinada.pdf";"não";"Paraná";"Sul";TRUE;FALSE;0
"150";"PR";"Companhia de Saneamento do Estado do Paraná  SANEPAR";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";8786887012,29;1151538476,03;"SIM";"SIM";"SIM";883165,89;"Sim";6199;1744141603,81;1257672653,17;65506569,11;0;0;0;0;4e+09;"https://ri.sanepar.com.br/governanca-corporativa/praticas-de-governanca-corporativa";"não";"Paraná";"Sul";TRUE;FALSE;65506569,11
"151";"PR";"Agência de Fomento do Paraná SA";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";2263797359,25;170541806,35;"SIM";"SIM";"SIM";485157,02;"Sim";165;45000,17;39855756,2;2383231,2;0;0;196014000;73114000;1842788000;"https://www.fomento.pr.gov.br/sites/default/arquivos_restritos/files/documento/2022-10/carta_anual_de_governanca_-_2021_v3.pdf";"não";"Paraná";"Sul";TRUE;FALSE;-193630768,8
"152";"PR";"Estrada de Ferro Paraná Oeste SA";"ATIVA";"OUTROS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";280991944,63;-10076858,29;"SIM";"SIM";"NÃO";221232,95;"Não";119;0;8589587,8;0;0;0;0;0;406813516,67;NA;"não";"Paraná";"Sul";FALSE;FALSE;0
"153";"PR";"Companhia Paranaense de Energia  COPEL";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";21131224596,87;1149320122,33;"SIM";"SIM";"SIM";408371,88;"Sim";5875;19974499;1293042372,05;668130954,75;0;0;0;0;1,08e+10;"https://api.mziq.com/mzfilemanager/v2/d/16a31b1b-5ecd-4214-a2e0-308a2393e330/2fae2cd5-48c5-81fa-0067-4c818a523014?origin=1";"não";"Paraná";"Sul";TRUE;FALSE;668130954,75
"154";"PR";"Companhia de Habitação do Paraná  COHAPAR";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";0;-118563726,59;"SIM";"SIM";"NÃO";621506,13;"Não";329;77856733,82;86155312,1;0;94316692,61;65743003,21;0;0;1355068585;NA;"não";"Paraná";"Sul";FALSE;FALSE;-94316692,61
"155";"PR";"Companhia de Tecnologia da INformação e Comunicação do Paraná  CELEPAR";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";217329258;46533035;"SIM";"SIM";"SIM";377152,59;"Não";1083;36529933;207977486,96;0;0;0;0;0;1e+08;NA;"não";"Paraná";"Sul";TRUE;FALSE;0
"156";"PR";"Centrais de Abastecimento do Paraná SA  CEASA";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";150759018,88;11783350,6;"SIM";"SIM";"NÃO";25836,13;"Não";57;9508039,27;20628421,79;0;0;0;0;2e+06;31114102;"https://www.ceasa.pr.gov.br/sites/ceasa/arquivos_restritos/files/documento/2022-05/cartaanualpoliticaspublicasgovernancacorporativa2021.pdf";"não";"Paraná";"Sul";FALSE;FALSE;0
"157";"PR";"Administração dos Portos de Paranaguá e Antonina  APPA";"ATIVA";"PORTOS E HIDROVIAS";"EMPRESA PÚBLICA";"Não Dependente";839964885,93;313198611,05;"SIM";"SIM";"SIM";0;"Não";533;155962698,62;120639156,05;0;0;0;0;0;1086443861,38;"https://www.portosdoparana.pr.gov.br/Pagina/Relatorios-de-Gestao";"não";"Paraná";"Sul";TRUE;FALSE;0
"158";"MG";"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS SA  BDMG";"ATIVA";"FINANCEIRO";"EMPRESA PÚBLICA";"Não Dependente";2184240907,83;141812387,05;"SIM";"SIM";"SIM";580836,53;"Sim";491;15064208,24;130216208,8;79312318,89;0;0;107222567,25;0;2199586881,83;"https://www.bdmg.mg.gov.br/wp-content/uploads/2023/05/230303_Carta_Anual_Politicas_Publicas_e_Gov_Corporativa_BDMG_2022.pdf";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;-27910248,36
"159";"MG";"COMPANHIA ENERGÉTICA DE MINAS GERAIS  CEMIG ";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";21777356000;4092313000;"SIM";"SIM";"SIM";1267797,31;"Sim";57;1420255000;40492000;376925680,21;0;0;0;0;1875241935;"https://www.cemig.com.br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021.pdf";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;376925680,21
"160";"MG";"CEMIG DISTRIBUIÇÃO SA  CEMIG D";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7105260000;443475000;"SIM";"SIM";"SIM";900634,85;"Sim";20530;2530167000;1075786000;0;0;0;0;0;0;"https://www.cemig.com.br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021.pdf";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;0
"161";"MG";"CEMIG GERAÇÃO E TRANSMISSÃO SA  CEMIG GT";"ATIVA";"ENERGIA";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";8892810000;2085456000;"SIM";"SIM";"SIM";1121917,62;"Sim";2355;57449000;326365000;0;0;0;0;0;0;"https://www.cemig.com.br/wp-content/uploads/2022/05/carta-anual-de-politicas-publicas-e-governanca-corporativa-2021.pdf";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;0
"162";"MG";"COMPANHIA DE GÁS DE MINAS GERAIS  GASMIG";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1324974000;477739000;"SIM";"SIM";"SIM";1123649,56;"Sim";306;63376000;66403000;0;0;0;0;0;0;"http://www.gasmig.com.br/Institucional/SiteAssets/Paginas/DivulgacoesResultados/00_Relatorio_Anual_2022_Completo_OTempo.pdf";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;0
"163";"MG";"COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS  CODEMGE";"ATIVA";"DESENVOLVIMENTO REGIONAL";"EMPRESA PÚBLICA";"Não Dependente";1836069333,07;821920090,16;"SIM";"SIM";"SIM";894699,03;"Não";424;6474475,31;67059059,11;457086705,78;0;0;0;0;574392847,03;"http://www.codemge.com.br/a-codemge/governanca/";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;457086705,78
"164";"MG";"COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE MINAS GERAIS  CODEMIG";"ATIVA";"DESENVOLVIMENTO REGIONAL";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";635135865,97;1465984715,53;"SIM";"SIM";"SIM";0;"Não";0;0;3814599,05;617078791,77;0;0;0;0;5028066,57;"http://www.codemig.com.br/a-codemig/governanca/";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;617078791,77
"165";"MG";"COMPANHIA DE HABITAÇÃO DO ESTADO DE MINAS GERAIS  COHAB MINAS";"ATIVA";"HABITAÇÃO E URBANIZAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";-221292317,06;-101139019,99;"SIM";"SIM";"NÃO";406755,7;"Não";233;0;34507146,9;0;0;0;20798360;7e+06;85753000;"http://www.cohab.mg.gov.br/carta-anual-de-politicas-publicas-e-governanca-corporativa/";"não";"Minas Gerais";"Sudeste";FALSE;FALSE;-20798360
"166";"MG";"COPASA SERVIÇOS DE SANEAMENTO INTEGRADO DO NORTE E NORDESTE DE MINAS GERAIS SA  COPANOR";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";245197535,34;-11162768,39;"NÃO";"SIM";"NÃO";71106,27;"Não";479;32477527,75;21190546,24;0;0;0;0;0;0;"https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/618977fd-d77d-d068-5938-5c9ec86e462c?origin=2";"não";"Minas Gerais";"Sudeste";FALSE;FALSE;0
"167";"MG";"COMPANHIA DE SANEAMENTO DE MINAS GERAIS  COPASA MG";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";7254514730,84;843362415,34;"SIM";"SIM";"SIM";699287,91;"Sim";10185;1150756473,99;1548621346,76;73070006,78;0;0;0;0;1702282360,16;"https://api.mziq.com/mzfilemanager/v2/d/8bdb3906-0618-4e78-bbe3-a0be9f02d8cc/618977fd-d77d-d068-5938-5c9ec86e462c?origin=2";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;73070006,78
"168";"MG";"EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS  EMATERMG";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";87309892,03;22725345,62;"SIM";"SIM";"NÃO";395418,88;"Não";1806;33185644,63;300168579,43;0;211265546,31;209963339,26;0;0;48591258,98;"https://www.emater.mg.gov.br/download.do?id=21591";"não";"Minas Gerais";"Sudeste";FALSE;FALSE;-211265546,31
"169";"MG";"EMPRESA MINEIRA DE COMUNICAÇÃO LTDA  EMC";"ATIVA";"COMUNICAÇÃO";"EMPRESA PÚBLICA";"Dependente";33373281,36;-179015,16;"SIM";"SIM";"NÃO";161723,93;"Não";156;0;13529101,21;0;15904608,84;9884814,1;0;0;9124916,25;"http://emc.mg.gov.br/institucional/wp-content/uploads/2022/07/cartaGovernanca2021.pdf";"não";"Minas Gerais";"Sudeste";FALSE;FALSE;-15904608,84
"170";"MG";"EMPRESA DE PESQUISA AGROPECUÁRIA DE MINAS GERAIS  EPAMIG";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";57094561,7;35723327,12;"SIM";"SIM";"NÃO";326761,45;"Não";773;4333338,44;88431617,48;0;106802438,3;88983305,71;0;0;31596840;"https://www.epamig.br/institucional/carta-de-governanca-e-politicas-publicas-epamig/";"não";"Minas Gerais";"Sudeste";FALSE;FALSE;-106802438,3
"171";"MG";"MINAS GERAIS PARTICIPAÇÕES SA  MGI";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";920855916,65;127733850,54;"SIM";"SIM";"SIM";388148,5;"Não";82;0;11760944,63;0;0;0;107462018,78;39741090,96;1332454648,58;"https://www.mgipart.com.br/public/files/files/Governanca/Politicas-publicas-regulamentos/Carta_Anual_de_Politicas_publicas_e_Governanca_2022_Ano_base_2021.pdf";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;-107462018,78
"172";"MG";"MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA  MGS";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";180129796,75;60437015,66;"SIM";"SIM";"SIM";445246,03;"Sim";28109;1823196,76;63921216,35;16543464,97;0;0;0;0;91396104,12;"https://www.mgs.srv.br/detalhe-da-materia/info/cartas-anuais/16767";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;16543464,97
"173";"MG";"TREM METROPOLITANO DE BELO HORIZONTE SA  METROMINAS";"ATIVA";"TRANSPORTE";"EMPRESA PÚBLICA";"Não Dependente";41671;-57628;"SIM";"SIM";"NÃO";0;"Não";0;0;38001;0;0;0;0;210000;2365310;"http://www.infraestrutura.mg.gov.br/images/documentos/metrominas/publicacoes-anuais/2022/Carta-Anual-de-Governanca-Corporativa.pdf";"não";"Minas Gerais";"Sudeste";FALSE;FALSE;0
"174";"MG";"COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS  PRODEMGE";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";134208337,48;40951372,01;"SIM";"SIM";"SIM";397275,66;"Sim";1052;11980984,11;173674985,75;12223688,35;0;0;0;0;96481395;"https://www.prodemge.gov.br/governanca/carta-anual";"não";"Minas Gerais";"Sudeste";TRUE;FALSE;12223688,35
"175";"MS";"EMPRESA DE SERVIÇOS AGROPECUÁRIOS DE MS  AGROSUL";"EM LIQUIDAÇÃO";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";-1010805940,4;-80319048,64;"NÃO";"SIM";"NÃO";0;"Não";0;0;0;0;0;0;0;0;13803453,68;NA;"não";"Mato Grosso do Sul";"Centro-oeste";FALSE;FALSE;0
"176";"MS";"EMPRESA DE GESTÃO DE RECURSOS MINERAIS  MS MINERAL";"ATIVA";"MINERAÇÃO";"EMPRESA PÚBLICA";"Dependente";1166361,15;-34568,97;"SIM";"SIM";"SIM";0;"Não";0;0;0;0;0;23876;0;0;3426643,64;NA;"não";"Mato Grosso do Sul";"Centro-oeste";TRUE;FALSE;0
"177";"MS";"EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL SA  SANESUL";"ATIVA";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1076962984,31;87872417,28;"SIM";"SIM";"SIM";465066,42;"Sim";1348;250530117,78;181005725,96;0;0;0;106864547,69;47318599,62;816609453,89;"https://www.sanesul.ms.gov.br/Content/upload/Carta-Anual-de-Politicas-e-Governanca-Corporativa-2021.pdf";"não";"Mato Grosso do Sul";"Centro-oeste";TRUE;FALSE;-106864547,69
"178";"MS";"CENTRAIS DE ABASTECIMENTO DE MATO GROSSO DO SUL SA  CEASAMS";"ATIVA";"ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";1503474,41;479406,28;"SIM";"SIM";"NÃO";65794,73;"Não";50;34858,86;1992857,35;0;0;0;0;0;593931;NA;"não";"Mato Grosso do Sul";"Centro-oeste";FALSE;FALSE;0
"179";"MS";"LOTESUL  LOTERIAL ESTADUAL DE MS";"ATIVA";"OUTROS";"EMPRESA PÚBLICA";"Não Dependente";0;0;"NÃO";"NÃO";"NÃO";0;"Não";0;0;0;0;0;0;0;0;0;NA;"não";"Mato Grosso do Sul";"Centro-oeste";FALSE;FALSE;0
"180";"MS";"COMPANHIA DE GAS DO ESTADO DE MATO GROSSO DO SUL";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";171125961,16;63729894,95;"SIM";"SIM";"SIM";33756,29;"Sim";86;17411308,99;24222066,16;15788298,51;0;0;0;0;31421100;NA;"não";"Mato Grosso do Sul";"Centro-oeste";TRUE;FALSE;15788298,51
"181";"MT";"COMPANHIA MATOGROSSENSE DE GÁS  MT GÁS";"ATIVA";"GÁS E DERIVADOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";11911978;-2806223;"SIM";"SIM";"NÃO";1733373,13;"Não";19;0;3856955;0;2584834,95;0;0;0;8500007;NA;"não";"Mato Grosso";"Centro-oeste";FALSE;FALSE;-2584834,95
"182";"MT";"AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S A  DESENVOLVE  MT";"ATIVA";"FINANCEIRO";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";132871678,5;1427644;"SIM";"SIM";"NÃO";292242,6;"Não";94;25000;13001000;0;0;0;78580936,79;1,09e+08;210141484,7;NA;"não";"Mato Grosso";"Centro-oeste";FALSE;FALSE;-78580936,79
"183";"MT";"EMPRESA MATOGROSSENSE DE PESQUISA ASSISTÊNCIA E EXTENSÃO RURAL  EMPAER MT";"ATIVA";"PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA";"EMPRESA PÚBLICA";"Dependente";42178473,55;31411439,48;"SIM";"SIM";"NÃO";375380,47;"Não";407;0;153608130,74;0;173470540,56;146013517,43;0;0;34889260,76;NA;"não";"Mato Grosso";"Centro-oeste";FALSE;FALSE;-173470540,56
"184";"MT";"COMPANHIA MATOGROSSENSSE DE MINERAÇÃO  METAMAT";"ATIVA";"MINERAÇÃO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";61171276;-3964640;"SIM";"SIM";"SIM";365127,84;"Não";82;12092968,83;26064513;0;33645508,88;27312642,08;0;0;61171276;NA;"não";"Mato Grosso";"Centro-oeste";TRUE;FALSE;-33645508,88
"185";"MT";"MT PARTICIPAÇÕES E PROJETOS SA MT PAR";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";46058817,82;104363,32;"SIM";"SIM";"NÃO";354000;"Não";68;145497230,35;8580350,19;0;254929724,73;207825928,36;5e+06;0;41200751,25;NA;"não";"Mato Grosso";"Centro-oeste";FALSE;FALSE;-259929724,73
"186";"MT";"EMPRESA MATOGROSSENSE DE TECNOLOGIA DA INFORMAÇÃO  MTI";"ATIVA";"INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO";"EMPRESA PÚBLICA";"Dependente";59492772,71;-6591031,31;"SIM";"SIM";"NÃO";381457,57;"Não";348;0;116118954,45;0;75387875,5;69553088,76;30719710,3;2,7e+07;86600149,03;"https://www.mti.mt.gov.br/documents/2458894/0/Carta%20Anual%202023.pdf/7a59b0ac-4741-f57d-9848-51ad10b20d86";"não";"Mato Grosso";"Centro-oeste";FALSE;FALSE;-106107585,8
"187";"MT";"COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO  SANEMAT";"EM LIQUIDAÇÃO";"SANEAMENTO";"SOCIEDADE DE ECONOMIA MISTA";"Dependente";-62175735;5235898;"SIM";"SIM";"NÃO";210600,99;"Não";8;0;2107367,72;0;22451408,28;21576085,76;0;0;0;NA;"não";"Mato Grosso";"Centro-oeste";FALSE;FALSE;-22451408,28
"188";"MA";"Maranhão Parcerias MAPA";"ATIVA";"GESTÃO DE ATIVOS";"SOCIEDADE DE ECONOMIA MISTA";"Não Dependente";105700670,12;-41288743,78;"SIM";"SIM";"NÃO";471363,64;"Não";561;0;41288743,78;0;0;0;62133305,04;75884853,01;62133305,04;"https://mapa.ma.gov.br/programas-ou-campanhas/carta-anual";"não";"Maranhão";"Nordeste";FALSE;FALSE;-62133305,04
