Nome_estado,setor,emp,dep,sit,capital,desp_investimento,lucros,link,indicio_dependencia,tipo_indicio
Rio de Janeiro,FINANCEIRO,BANCO DE DESENVOLVIMENTO DO ESTADO DO RJ S/A EM LIQUIDAÇÃO,Não Dependente,EM LIQUIDAÇÃO,158987017.12,0,510148.2,nan,NÃO,NA
Rio de Janeiro,ENERGIA,CENTRAIS ELETRICAS FLUMINENSES S.A. CELF - EM LIQUIDAÇÃO ORDINÁRIA,Não Dependente,EM LIQUIDAÇÃO,9225032.81,0,0,nan,NÃO,NA
Rio de Janeiro,FINANCEIRO,DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS DO EST. DO RJ S.A - EM LIQUIDAÇÃO ORDINÁRIA,Não Dependente,EM LIQUIDAÇÃO,11467019.41,0,-1613.41,nan,NÃO,NA
Rio de Janeiro,FINANCEIRO,COMPANHIA FLUMINENSE DE SECURITIZAÇÃO S.A.- EM LIQUIDAÇÃO ORDINÁRIA,Não Dependente,EM LIQUIDAÇÃO,4729443,0,-630,nan,NÃO,NA
Rio de Janeiro,SANEAMENTO,COMPANHIA ESTADUAL DE ÁGUAS E ESGOTOS DO RIO DE JANEIRO,Não Dependente,ATIVA,3015828000,217564000,27136000,nan,NÃO,NA
Rio de Janeiro,COMUNICAÇÃO,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,Não Dependente,ATIVA,99385118.92,0,15092067.46,nan,NÃO,NA
Rondônia,FINANCEIRO,BANCO DO ESTADO DE RONDONIA S/A,Não Dependente,EM LIQUIDAÇÃO,0,0,0,nan,NÃO,NA
Rondônia,HABITAÇÃO E URBANIZAÇÃO,COMPANHIA DE DESENVOLVIMENTO URBANO E RURAL DE RONDONIA,Não Dependente,EM LIQUIDAÇÃO,0,0,0,nan,NÃO,NA
Rondônia,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE RONDONIA,Não Dependente,EM LIQUIDAÇÃO,0,0,0,nan,NÃO,NA
Rondônia,HABITAÇÃO E URBANIZAÇÃO,RONDONIA CREDITO IMOBILIARIO SA,Não Dependente,EM LIQUIDAÇÃO,0,0,0,nan,NÃO,NA
Rondônia,MINERAÇÃO,COMPANHIA DE MINERAÇÃO DE RONDÔNIA - CMR,Não Dependente,ATIVA,25988034.1,34067.29,1351000.24,nan,NÃO,NA
Rondônia,PORTOS E HIDROVIAS,SOCIEDADE DE PORTOS E HIDROVIAS DO ESTADO DE RONDONIA,Não Dependente,ATIVA,2700000,0,-128732.28,nan,NÃO,NA
Rondônia,GÁS E DERIVADOS,COMPANHIA RONDONIENSE DE GÁS - RONGÁS,Não Dependente,ATIVA,7838110,0,-9720540.48,nan,NÃO,NA
Rondônia,SANEAMENTO,COMPANHIA DE ÁGUA E ESGOTO DE RONDÔNIA,Não Dependente,ATIVA,162631833,15050209,-73682504,https://transparencia.caerd-ro.com.br/governanca,SIM,subvenções
Roraima,SANEAMENTO,COMPANHIA DE ÁGUAS E ESGOTOS DE RORAIMA - CAER,Não Dependente,ATIVA,47210883.62,7449523.06,-119486313.74,nan,NÃO,NA
Santa Catarina,FINANCEIRO,AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A. - BADESC,Não Dependente,ATIVA,638204848.26,0,66834726.97,http://transparencia.badesc.gov.br/,NÃO,NA
Santa Catarina,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,Centrais de Abastecimento de Santa Catarina - CEASA,Não Dependente,ATIVA,12735232.08,2085411.36,1173263.91,nan,NÃO,NA
Santa Catarina,ENERGIA,Centrais Elétricas de Santa Catarina S. A.,Não Dependente,ATIVA,500960000,777067537,563172000,nan,NÃO,NA
Santa Catarina,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,CENTRO DE INFORMATICA E AUTOMAÇÃO DO ESTADO DE SC S/A - CIASC,Não Dependente,ATIVA,66288995.5,18071438.17,3239095.4,nan,NÃO,NA
Santa Catarina,SANEAMENTO,Companhia Catarinense de Águas e Saneamento - CASAN,Não Dependente,ATIVA,239171699.47,252260997.16,134950325.77,https://ri.casan.com.br/governanca-corporativa/carta-anual-de-politicas-publicas-e-governanca-corporativa/,NÃO,NA
Santa Catarina,DESENVOLVIMENTO REGIONAL,Companhia de Distritos Industriais de Santa Catarina (Codisc),Não Dependente,EM LIQUIDAÇÃO,28806497.91,0,165185.56,nan,NÃO,NA
Santa Catarina,OUTROS,COMPANHIA HIDROMINERAL CALDAS DA IMPERATRIZ,Não Dependente,ATIVA,1616016.74,236414.1,-1208562.77,nan,NÃO,NA
Santa Catarina,FINANCEIRO,Santa Catarina Participação e Investimentos S/A,Não Dependente,ATIVA,0,0,-90859.76,nan,NÃO,NA
Santa Catarina,GESTÃO DE ATIVOS,SC PARTICIPACOES E PARCERIAS S.A. - SCPAR,Não Dependente,ATIVA,239171699.47,83589,17781852.1,nan,NÃO,NA
Santa Catarina,FINANCEIRO,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,Não Dependente,ATIVA,1734924000,12354767.91,266612287.47,nan,NÃO,NA
Sergipe,GÁS E DERIVADOS,Sergipe Gás SA,Não Dependente,ATIVA,38181766.84,11353106.78,20109925.06,https://transparencia.sergipegas.com.br/cms/,NÃO,NA
Sergipe,SANEAMENTO,Companhia de Saneamento de Sergipe,Não Dependente,ATIVA,1302000000,135888094.46,40338366.61,https://transparencia.deso-se.com.br/,NÃO,NA
Sergipe,FINANCEIRO,Banco do Estado de Sergipe SA,Não Dependente,ATIVA,426000000,14673198.91,83738998.15,https://ri.banese.com.br/governanca-corporativa/carta-anual-de-governanca/,NÃO,NA
Sergipe,COMUNICAÇÃO,Servicos Graficos de Sergipe,Não Dependente,ATIVA,9000000,0,-960921.92,nan,NÃO,NA
São Paulo,HABITAÇÃO E URBANIZAÇÃO,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SÃO PAULO - CDHU,Não Dependente,ATIVA,16162784580.89,1741073765.79,-203364159.56,nan,NÃO,NA
São Paulo,OUTROS,COMPANHIA DE SEGUROS DO ESTADO DE SÃO PAULO - COSESP - Em Liquidação,Não Dependente,EM LIQUIDAÇÃO,113676971,2000,-1403217.85,nan,NÃO,NA
São Paulo,GESTÃO DE ATIVOS,COMPANHIA PAULISTA DE PARCERIAS - CPP,Não Dependente,ATIVA,1439412160.65,0,76743076.46,nan,NÃO,NA
São Paulo,GESTÃO DE ATIVOS,COMPANHIA PAULISTA DE SECURITIZAÇÃO - CPSEC,Não Dependente,ATIVA,412973900,0,4559245.08,https://portal.fazenda.sp.gov.br/Institucional/Paginas/CPSEC/CPSEC.aspx,NÃO,NA
São Paulo,TRANSPORTE,COMPANHIA DO METROPOLITANO DE SAO PAULO - METRO,Não Dependente,ATIVA,42228185803.41,1635070429.23,-759405233,https://transparencia.metrosp.com.br/sites/default/files/RELAT%C3%93RIO%20INTEGRADO%202021_0.pdf,NÃO,NA
São Paulo,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRODESP,Não Dependente,ATIVA,666490179.51,123732949.78,123352857.71,https://www.prodesp.sp.gov.br/institucional/governanca-corporativa/,NÃO,NA
São Paulo,SANEAMENTO,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP,Não Dependente,ATIVA,7545000000,4983032651.18,2305869404.75,nan,NÃO,NA
São Paulo,FINANCEIRO,DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.,Não Dependente,ATIVA,2156432610,0,101520638.78,nan,NÃO,NA
São Paulo,ENERGIA,EMAE - EMPRESA METROPOLITANA DE ÁGUAS E ENERGIA S.A,Não Dependente,ATIVA,111272243.41,96278453.8,149918106.61,https://emae.globalri.com.br/upload/files/0682_DF-EMAE-2021.pdf,NÃO,NA
São Paulo,TRANSPORTE,EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO S/A - EMTU/SP,Não Dependente,ATIVA,2408892663.93,51530779.21,-44976362.55,nan,NÃO,NA
Tocantins,FINANCEIRO,AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S/A,Não Dependente,ATIVA,41299611.73,43000,-3089527.26,nan,NÃO,NA
Tocantins,HABITAÇÃO E URBANIZAÇÃO,COMPANHIA IMOBILIÁRIA DE PARTICIPAÇÕES. INVESTIMENTOS E PARCERIAS DO ESTADO DO TOCANTINS - TOCANTINS PARCERIAS,Não Dependente,ATIVA,29979637,13723.33,4827376.31,nan,NÃO,NA
Tocantins,MINERAÇÃO,COMPANHIA DE MINERAÇÃO DO TOCANTINS,Não Dependente,EM LIQUIDAÇÃO,0,0,-44731.6,nan,NÃO,NA
